FCFS,WFP3,UNICEF,SJT,SAF,F2,LIN
360.748279,94.235519,38.204254,43.267858,17.897902,26.21267,19.742957
344.28058,64.309791,56.066047,26.370773,14.185259,37.812389,55.937662
61.637795,33.925422,15.933108,15.122736,9.15398,11.228299,8.46112
59.234303,14.09555,3.355431,6.629698,4.354451,3.038788,4.400135
340.966441,33.840491,35.254071,28.88714,28.218493,38.637122,21.837736
155.029452,5.391443,4.915645,3.131035,3.310449,3.385172,2.661089
22.547189,2.445554,2.073834,2.034768,1.903524,2.040425,2.079887
85.269699,32.484862,20.891337,15.918148,7.634551,15.364041,8.576298
786.967056,425.029526,38.966011,86.992792,37.171326,337.384985,71.283606
63.919287,26.23988,5.973268,7.789267,3.736437,22.605547,3.99299
249.817949,66.313545,38.668418,42.110794,38.829504,28.588367,34.696333
42.529336,12.615495,7.510079,7.126316,7.235832,8.508599,6.361619
114.081176,11.161333,6.427048,6.160459,4.036251,5.561504,5.019615
14.074126,4.131593,4.210481,4.069383,4.27896,4.838107,4.106161
11.059258,1.555233,1.301463,1.198606,1.194039,1.487335,1.194322
82.805035,8.25287,6.059254,10.641607,4.842354,4.840505,10.593339
20.685154,13.230753,12.78743,11.231373,10.340714,10.451611,11.042075
56.880862,39.905962,39.314073,37.757108,37.57047,38.713119,37.892363
60.507077,34.614366,37.811175,30.527112,30.458638,31.201848,30.604615
96.072993,56.654024,52.67992,52.084149,45.585317,42.721408,49.834011
131.257338,37.208374,33.270692,25.184142,22.801545,25.89974,24.697591
48.071331,28.412589,6.790754,8.462476,5.257881,3.989932,8.602395
194.93095,16.747133,11.371085,8.038995,6.688227,5.224133,6.528559
570.94462,335.069733,82.479097,74.485344,39.731826,56.428814,82.794602
248.510885,178.535665,9.805134,119.323294,11.651292,12.348167,53.495185
42.649551,6.089493,5.509686,5.751059,5.392498,10.074088,5.498145
95.252325,48.551429,35.1545,39.810471,29.210731,38.402665,32.61145
475.799217,170.374718,167.169538,167.874218,167.372489,190.829414,167.205476
25.663798,11.623386,11.615196,11.607893,11.607575,16.966184,11.608505
48.424919,13.23474,13.269899,12.897,12.918105,13.12289,12.89414
545.96654,112.155181,111.527146,110.677332,81.224677,347.18727,110.492181
269.335379,34.337601,42.977496,32.641235,30.461643,59.773906,30.926352
47.76581,2.040639,3.704824,1.997693,1.97319,2.084124,2.114635
23.674247,11.476135,6.031875,7.916413,4.29894,8.978481,3.07476
1.729416,1.316441,1.602331,1.306669,1.301455,1.266278,1.407662
9.087303,6.419094,4.166928,3.572989,3.291,3.377607,3.390903
236.959733,147.893946,148.660749,141.634604,131.036987,137.622918,134.183471
495.407038,397.365217,397.694281,397.418261,397.342541,397.409761,397.42079
1.093233,1.077994,1.093233,1.077894,1.077894,1.088085,1.077894
1.029898,1.024231,1.024231,1.024228,1.024228,1.024228,1.024228
385.046591,72.46899,24.474064,31.004344,23.436842,23.958137,29.332938
334.286467,139.979975,121.593122,108.264987,101.332222,106.72522,143.552739
340.611628,156.482084,156.069074,100.584775,100.306226,121.011258,127.89368
584.116479,545.317653,543.114801,545.40544,539.175088,537.560711,545.812038
1.010189,1.007638,1.004245,1.004246,1.004246,1.004246,1.004246
85.272622,4.491021,4.223661,3.851829,3.791787,3.792079,3.796076
684.360972,88.156745,75.426345,52.567373,51.640541,116.813352,50.580274
1.00026,1.00026,1.00026,1.00026,1.00026,1.00026,1.00026
82.276412,30.528667,23.969653,23.461662,15.368717,11.019874,6.527187
1.879091,1.64465,1.515421,1.541618,1.491644,1.502592,1.512413
